,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2714,,,,,,,-1.20040E-001,-6.97374E-001,-1.20040E-001,-1.16825E-001,-1.20040E-001,-1.35899E-001,-1.20040E-001,-3.02792E-001,-1.20040E-001,-5.88894E-001,-1.20040E-001,-1.04666E+000,-1.58711E-001,-2.93970E+000,-1.20040E-001,-2.31981E+000,,
2715,,,,,,,-1.20274E-001,-6.98566E-001,-1.20274E-001,-1.07288E-001,-1.20274E-001,-1.45435E-001,-1.20274E-001,-2.74181E-001,-1.20274E-001,-5.98431E-001,-1.20274E-001,-1.04189E+000,-1.58946E-001,-3.00169E+000,-1.20274E-001,-2.33889E+000,,
2716,,,,,,,-1.20508E-001,-7.03335E-001,-1.20508E-001,-1.02520E-001,-1.20508E-001,-1.26362E-001,-1.20508E-001,-2.88486E-001,-1.20508E-001,-5.98431E-001,-1.20508E-001,-1.02758E+000,-1.59181E-001,-2.93493E+000,-1.20508E-001,-2.36750E+000,,
2717,,,,,,,-1.20743E-001,-7.08103E-001,-1.20743E-001,-1.12057E-001,-1.20743E-001,-1.45435E-001,-1.20743E-001,-2.88486E-001,-1.20743E-001,-5.74589E-001,-1.20743E-001,-1.03712E+000,-1.59414E-001,-2.93493E+000,-1.20743E-001,-2.30074E+000,,
2718,,,,,,,-1.20977E-001,-7.17640E-001,-1.20977E-001,-1.16825E-001,-1.20977E-001,-1.35899E-001,-1.20977E-001,-2.84910E-001,-1.20977E-001,-5.84126E-001,-1.20977E-001,-1.08004E+000,-1.59649E-001,-2.94447E+000,-1.20977E-001,-2.34365E+000,,
2719,,,,,,,-1.21211E-001,-7.12872E-001,-1.21211E-001,-1.16825E-001,-1.21211E-001,-1.45435E-001,-1.21211E-001,-2.78950E-001,-1.21211E-001,-5.55515E-001,-1.21211E-001,-1.05143E+000,-1.59883E-001,-2.96354E+000,-1.21211E-001,-2.27690E+000,,
2720,,,,,,,-1.21446E-001,-7.08103E-001,-1.21446E-001,-1.21593E-001,-1.21446E-001,-1.40667E-001,-1.21446E-001,-2.83718E-001,-1.21446E-001,-5.88894E-001,-1.21446E-001,-1.01805E+000,-1.60118E-001,-2.98738E+000,-1.21446E-001,-2.32458E+000,,
2721,,,,,,,-1.21680E-001,-7.03335E-001,-1.21680E-001,-1.21593E-001,-1.21680E-001,-1.40667E-001,-1.21680E-001,-2.98023E-001,-1.21680E-001,-5.79357E-001,-1.21680E-001,-1.07527E+000,-1.60352E-001,-2.99215E+000,-1.21680E-001,-2.31028E+000,,
2722,,,,,,,-1.21915E-001,-7.17640E-001,-1.21915E-001,-1.07288E-001,-1.21915E-001,-1.45435E-001,-1.21915E-001,-2.93255E-001,-1.21915E-001,-5.84126E-001,-1.21915E-001,-1.09434E+000,-1.60586E-001,-2.98738E+000,-1.21915E-001,-2.23398E+000,,
2723,,,,,,,-1.22070E-001,-7.22408E-001,-1.22070E-001,-1.02520E-001,-1.22070E-001,-1.26362E-001,-1.22070E-001,-2.98023E-001,-1.22070E-001,-5.86510E-001,-1.22070E-001,-1.09434E+000,-1.60821E-001,-3.03030E+000,-1.22070E-001,-2.31504E+000,,
2724,,,,,,,-1.22305E-001,-7.31945E-001,-1.22305E-001,-1.12057E-001,-1.22305E-001,-1.45435E-001,-1.22305E-001,-3.00407E-001,-1.22305E-001,-5.88894E-001,-1.22305E-001,-1.08004E+000,-1.61056E-001,-3.03030E+000,-1.22305E-001,-2.38657E+000,,
2725,,,,,,,-1.22540E-001,-7.36713E-001,-1.22540E-001,-1.16825E-001,-1.22540E-001,-1.35899E-001,-1.22540E-001,-3.02792E-001,-1.22540E-001,-5.78761E-001,-1.22540E-001,-1.04666E+000,-1.61212E-001,-2.92540E+000,-1.22540E-001,-2.33412E+000,,
2726,,,,,,,-1.22774E-001,-7.36713E-001,-1.22774E-001,-1.21593E-001,-1.22774E-001,-1.54972E-001,-1.22774E-001,-3.07560E-001,-1.22774E-001,-5.69820E-001,-1.22774E-001,-1.13726E+000,-1.61446E-001,-2.94924E+000,-1.22774E-001,-2.33412E+000,,
2727,,,,,,,-1.23008E-001,-7.31945E-001,-1.23008E-001,-1.26362E-001,-1.23008E-001,-1.40667E-001,-1.23008E-001,-2.96831E-001,-1.23008E-001,-5.69820E-001,-1.23008E-001,-1.08957E+000,-1.61680E-001,-3.06368E+000,-1.23008E-001,-2.31504E+000,,
2728,,,,,,,-1.23242E-001,-7.27177E-001,-1.23242E-001,-1.21593E-001,-1.23242E-001,-1.50204E-001,-1.23242E-001,-2.88486E-001,-1.23242E-001,-5.84126E-001,-1.23242E-001,-1.08004E+000,-1.61915E-001,-3.07322E+000,-1.23242E-001,-2.32458E+000,,
2729,,,,,,,-1.23477E-001,-7.36713E-001,-1.23477E-001,-1.12057E-001,-1.23477E-001,-1.50204E-001,-1.23477E-001,-2.88486E-001,-1.23477E-001,-6.03199E-001,-1.23477E-001,-1.10865E+000,-1.62149E-001,-3.03030E+000,-1.23477E-001,-2.35796E+000,,
2730,,,,,,,-1.23712E-001,-7.46250E-001,-1.23712E-001,-1.07288E-001,-1.23712E-001,-1.35899E-001,-1.23712E-001,-3.07560E-001,-1.23712E-001,-6.07967E-001,-1.23712E-001,-1.07527E+000,-1.62383E-001,-3.03507E+000,-1.23712E-001,-2.36750E+000,,
2731,,,,,,,-1.23946E-001,-7.55787E-001,-1.23946E-001,-1.12057E-001,-1.23946E-001,-1.54972E-001,-1.23946E-001,-3.17097E-001,-1.23946E-001,-5.98431E-001,-1.23946E-001,-1.09911E+000,-1.62618E-001,-3.03984E+000,-1.23946E-001,-2.37823E+000,,
2732,,,,,,,-1.24180E-001,-7.55787E-001,-1.24180E-001,-1.21593E-001,-1.24180E-001,-1.40667E-001,-1.24180E-001,-3.07560E-001,-1.24180E-001,-5.84126E-001,-1.24180E-001,-1.08004E+000,-1.62852E-001,-3.03030E+000,-1.24180E-001,-2.42472E+000,,
2733,,,,,,,-1.24414E-001,-7.55787E-001,-1.24414E-001,-1.26362E-001,-1.24414E-001,-1.54972E-001,-1.24414E-001,-2.98023E-001,-1.24414E-001,-6.07967E-001,-1.24414E-001,-1.08480E+000,-1.63087E-001,-3.07798E+000,-1.24414E-001,-2.36273E+000,,
2734,,,,,,,-1.24649E-001,-7.55787E-001,-1.24649E-001,-1.31130E-001,-1.24649E-001,-1.50204E-001,-1.24649E-001,-3.02792E-001,-1.24649E-001,-6.17504E-001,-1.24649E-001,-1.11341E+000,-1.63321E-001,-3.09706E+000,-1.24649E-001,-2.42949E+000,,
2735,,,,,,,-1.24884E-001,-7.55787E-001,-1.24884E-001,-1.21593E-001,-1.24884E-001,-1.50204E-001,-1.24884E-001,-3.12328E-001,-1.24884E-001,-5.98431E-001,-1.24884E-001,-1.10865E+000,-1.63555E-001,-3.13520E+000,-1.24884E-001,-2.32458E+000,,
2736,,,,,,,-1.25117E-001,-7.60555E-001,-1.25117E-001,-1.12057E-001,-1.25117E-001,-1.54972E-001,-1.25117E-001,-3.07560E-001,-1.25117E-001,-5.93662E-001,-1.25117E-001,-1.11103E+000,-1.63790E-001,-3.05414E+000,-1.25117E-001,-2.27213E+000,,
2737,,,,,,,-1.25274E-001,-7.70092E-001,-1.25274E-001,-1.12057E-001,-1.25274E-001,-1.40667E-001,-1.25274E-001,-3.12328E-001,-1.25274E-001,-5.93662E-001,-1.25274E-001,-1.11341E+000,-1.64024E-001,-3.03030E+000,-1.25274E-001,-2.40088E+000,,
2738,,,,,,,-1.25508E-001,-7.79629E-001,-1.25508E-001,-1.16825E-001,-1.25508E-001,-1.59740E-001,-1.25508E-001,-3.12328E-001,-1.25508E-001,-6.17504E-001,-1.25508E-001,-1.10865E+000,-1.64258E-001,-3.11613E+000,-1.25508E-001,-2.36273E+000,,
2739,,,,,,,-1.25743E-001,-7.79629E-001,-1.25743E-001,-1.26362E-001,-1.25743E-001,-1.45435E-001,-1.25743E-001,-3.17097E-001,-1.25743E-001,-6.07967E-001,-1.25743E-001,-1.11341E+000,-1.64414E-001,-3.15905E+000,-1.25743E-001,-2.37226E+000,,
2740,,,,,,,-1.25977E-001,-7.84397E-001,-1.25977E-001,-1.26362E-001,-1.25977E-001,-1.59740E-001,-1.25977E-001,-3.17097E-001,-1.25977E-001,-6.27041E-001,-1.25977E-001,-1.09434E+000,-1.64649E-001,-3.17812E+000,-1.25977E-001,-2.38657E+000,,
2741,,,,,,,-1.26211E-001,-7.79629E-001,-1.26211E-001,-1.31130E-001,-1.26211E-001,-1.54972E-001,-1.26211E-001,-3.12328E-001,-1.26211E-001,-6.17504E-001,-1.26211E-001,-1.11818E+000,-1.64884E-001,-3.13044E+000,-1.26211E-001,-2.37703E+000,,
2742,,,,,,,-1.26446E-001,-7.74860E-001,-1.26446E-001,-1.26362E-001,-1.26446E-001,-1.59740E-001,-1.26446E-001,-3.15905E-001,-1.26446E-001,-6.22272E-001,-1.26446E-001,-1.14679E+000,-1.65118E-001,-3.10183E+000,-1.26446E-001,-2.37703E+000,,
2743,,,,,,,-1.26680E-001,-7.84397E-001,-1.26680E-001,-1.16825E-001,-1.26680E-001,-1.59740E-001,-1.26680E-001,-3.17097E-001,-1.26680E-001,-6.07967E-001,-1.26680E-001,-1.08480E+000,-1.65352E-001,-3.07322E+000,-1.26680E-001,-2.38180E+000,,
2744,,,,,,,-1.26915E-001,-7.93934E-001,-1.26915E-001,-1.12057E-001,-1.26915E-001,-1.45435E-001,-1.26915E-001,-3.17097E-001,-1.26915E-001,-5.84126E-001,-1.26915E-001,-1.10388E+000,-1.65586E-001,-3.09706E+000,-1.26915E-001,-2.41041E+000,,
2745,,,,,,,-1.27149E-001,-7.98702E-001,-1.27149E-001,-1.21593E-001,-1.27149E-001,-1.64509E-001,-1.27149E-001,-3.17097E-001,-1.27149E-001,-6.07967E-001,-1.27149E-001,-1.12295E+000,-1.65821E-001,-3.14951E+000,-1.27149E-001,-2.41518E+000,,
2746,,,,,,,-1.27383E-001,-7.98702E-001,-1.27383E-001,-1.26362E-001,-1.27383E-001,-1.45435E-001,-1.27383E-001,-3.02792E-001,-1.27383E-001,-6.27041E-001,-1.27383E-001,-1.08480E+000,-1.66056E-001,-3.19242E+000,-1.27383E-001,-2.39611E+000,,
2747,,,,,,,-1.27618E-001,-7.99894E-001,-1.27618E-001,-1.31130E-001,-1.27618E-001,-1.64509E-001,-1.27618E-001,-3.21865E-001,-1.27618E-001,-6.17504E-001,-1.27618E-001,-1.09911E+000,-1.66289E-001,-3.18766E+000,-1.27618E-001,-2.42472E+000,,
2748,,,,,,,-1.27852E-001,-8.03471E-001,-1.27852E-001,-1.35899E-001,-1.27852E-001,-1.59740E-001,-1.27852E-001,-3.36170E-001,-1.27852E-001,-6.27041E-001,-1.27852E-001,-1.11341E+000,-1.66524E-001,-3.11613E+000,-1.27852E-001,-2.35796E+000,,
2749,,,,,,,-1.28086E-001,-7.98702E-001,-1.28086E-001,-1.31130E-001,-1.28086E-001,-1.59740E-001,-1.28086E-001,-3.36170E-001,-1.28086E-001,-6.41346E-001,-1.28086E-001,-1.12295E+000,-1.66759E-001,-3.16858E+000,-1.28086E-001,-2.44379E+000,,
2750,,,,,,,-1.28321E-001,-8.03471E-001,-1.28321E-001,-1.21593E-001,-1.28321E-001,-1.59740E-001,-1.28321E-001,-3.31402E-001,-1.28321E-001,-6.50883E-001,-1.28321E-001,-1.12295E+000,-1.66993E-001,-3.20196E+000,-1.28321E-001,-2.38180E+000,,
2751,,,,,,,-1.28555E-001,-8.13007E-001,-1.28555E-001,-1.21593E-001,-1.28555E-001,-1.50204E-001,-1.28555E-001,-3.26633E-001,-1.28555E-001,-6.46114E-001,-1.28555E-001,-1.12772E+000,-1.67227E-001,-3.16858E+000,-1.28555E-001,-2.41041E+000,,
2752,,,,,,,-1.28712E-001,-8.22544E-001,-1.28712E-001,-1.26362E-001,-1.28712E-001,-1.69277E-001,-1.28712E-001,-3.26633E-001,-1.28712E-001,-6.41346E-001,-1.28712E-001,-1.12772E+000,-1.67461E-001,-3.17335E+000,-1.28712E-001,-2.46763E+000,,
2753,,,,,,,-1.28945E-001,-8.27312E-001,-1.28945E-001,-1.31130E-001,-1.28945E-001,-1.50204E-001,-1.28945E-001,-3.40939E-001,-1.28945E-001,-6.35386E-001,-1.28945E-001,-1.15156E+000,-1.67618E-001,-3.18766E+000,-1.28945E-001,-2.43902E+000,,
2754,,,,,,,-1.29180E-001,-8.27312E-001,-1.29180E-001,-1.35899E-001,-1.29180E-001,-1.69277E-001,-1.29180E-001,-3.21865E-001,-1.29180E-001,-6.35087E-001,-1.29180E-001,-1.09911E+000,-1.67852E-001,-3.11136E+000,-1.29180E-001,-2.38657E+000,,
2755,,,,,,,-1.29415E-001,-8.22544E-001,-1.29415E-001,-1.40667E-001,-1.29415E-001,-1.69277E-001,-1.29415E-001,-3.31402E-001,-1.29415E-001,-6.31809E-001,-1.29415E-001,-1.12295E+000,-1.68087E-001,-3.20673E+000,-1.29415E-001,-2.49624E+000,,
2756,,,,,,,-1.29649E-001,-8.22544E-001,-1.29649E-001,-1.35899E-001,-1.29649E-001,-1.69277E-001,-1.29649E-001,-3.36170E-001,-1.29649E-001,-6.31809E-001,-1.29649E-001,-1.09434E+000,-1.68321E-001,-3.18766E+000,-1.29649E-001,-2.43902E+000,,
2757,,,,,,,-1.29883E-001,-8.32081E-001,-1.29883E-001,-1.26362E-001,-1.29883E-001,-1.69277E-001,-1.29883E-001,-3.31402E-001,-1.29883E-001,-6.65188E-001,-1.29883E-001,-1.16587E+000,-1.68555E-001,-3.18766E+000,-1.29883E-001,-2.33889E+000,,
2758,,,,,,,-1.30117E-001,-8.36849E-001,-1.30117E-001,-1.21593E-001,-1.30117E-001,-1.59740E-001,-1.30117E-001,-3.31402E-001,-1.30117E-001,-6.50883E-001,-1.30117E-001,-1.16110E+000,-1.68790E-001,-3.26395E+000,-1.30117E-001,-2.36273E+000,,
2759,,,,,,,-1.30352E-001,-8.46386E-001,-1.30352E-001,-1.31130E-001,-1.30352E-001,-1.74046E-001,-1.30352E-001,-3.21865E-001,-1.30352E-001,-6.27041E-001,-1.30352E-001,-1.13726E+000,-1.69024E-001,-3.25441E+000,-1.30352E-001,-2.43902E+000,,
2760,,,,,,,-1.30587E-001,-8.51154E-001,-1.30587E-001,-1.35899E-001,-1.30587E-001,-1.54972E-001,-1.30587E-001,-3.26633E-001,-1.30587E-001,-6.31809E-001,-1.30587E-001,-1.12295E+000,-1.69258E-001,-3.29256E+000,-1.30587E-001,-2.49147E+000,,
2761,,,,,,,-1.30821E-001,-8.51154E-001,-1.30821E-001,-1.40667E-001,-1.30821E-001,-1.69277E-001,-1.30821E-001,-3.50475E-001,-1.30821E-001,-6.50883E-001,-1.30821E-001,-1.14202E+000,-1.69493E-001,-3.24965E+000,-1.30821E-001,-2.46286E+000,,
2762,,,,,,,-1.31055E-001,-8.51154E-001,-1.31055E-001,-1.45435E-001,-1.31055E-001,-1.69277E-001,-1.31055E-001,-3.45707E-001,-1.31055E-001,-6.12736E-001,-1.31055E-001,-1.15633E+000,-1.69727E-001,-3.27826E+000,-1.31055E-001,-2.41518E+000,,
2763,,,,,,,-1.31289E-001,-8.46386E-001,-1.31289E-001,-1.40667E-001,-1.31289E-001,-1.74046E-001,-1.31289E-001,-3.26633E-001,-1.31289E-001,-6.31809E-001,-1.31289E-001,-1.13726E+000,-1.69962E-001,-3.30210E+000,-1.31289E-001,-2.45810E+000,,
2764,,,,,,,-1.31524E-001,-8.51154E-001,-1.31524E-001,-1.31130E-001,-1.31524E-001,-1.69277E-001,-1.31524E-001,-3.17097E-001,-1.31524E-001,-6.55651E-001,-1.31524E-001,-1.13249E+000,-1.70196E-001,-3.26395E+000,-1.31524E-001,-2.47240E+000,,
2765,,,,,,,-1.31759E-001,-8.65459E-001,-1.31759E-001,-1.26362E-001,-1.31759E-001,-1.59740E-001,-1.31759E-001,-3.45707E-001,-1.31759E-001,-6.65188E-001,-1.31759E-001,-1.13726E+000,-1.70430E-001,-3.33071E+000,-1.31759E-001,-2.43425E+000,,
2766,,,,,,,-1.31914E-001,-8.70228E-001,-1.31914E-001,-1.31130E-001,-1.31914E-001,-1.74046E-001,-1.31914E-001,-3.40939E-001,-1.31914E-001,-6.65188E-001,-1.31914E-001,-1.13249E+000,-1.70665E-001,-3.27826E+000,-1.31914E-001,-2.38657E+000,,
2767,,,,,,,-1.32149E-001,-8.74996E-001,-1.32149E-001,-1.40667E-001,-1.32149E-001,-1.59740E-001,-1.32149E-001,-3.40939E-001,-1.32149E-001,-6.66380E-001,-1.32149E-001,-1.11341E+000,-1.70899E-001,-3.28779E+000,-1.32149E-001,-2.44856E+000,,
2768,,,,,,,-1.32383E-001,-8.79765E-001,-1.32383E-001,-1.45435E-001,-1.32383E-001,-1.78814E-001,-1.32383E-001,-3.40939E-001,-1.32383E-001,-6.60419E-001,-1.32383E-001,-1.11341E+000,-1.71055E-001,-3.31163E+000,-1.32383E-001,-2.52485E+000,,
2769,,,,,,,-1.32618E-001,-8.74996E-001,-1.32618E-001,-1.50204E-001,-1.32618E-001,-1.78814E-001,-1.32618E-001,-3.45707E-001,-1.32618E-001,-6.51181E-001,-1.32618E-001,-1.15633E+000,-1.71289E-001,-3.34024E+000,-1.32618E-001,-2.48671E+000,,
2770,,,,,,,-1.32852E-001,-8.70228E-001,-1.32852E-001,-1.45435E-001,-1.32852E-001,-1.78814E-001,-1.32852E-001,-3.55244E-001,-1.32852E-001,-6.41346E-001,-1.32852E-001,-1.16110E+000,-1.71524E-001,-3.35455E+000,-1.32852E-001,-2.44856E+000,,
2771,,,,,,,-1.33086E-001,-8.79765E-001,-1.33086E-001,-1.35899E-001,-1.33086E-001,-1.78814E-001,-1.33086E-001,-3.50475E-001,-1.33086E-001,-6.36578E-001,-1.33086E-001,-1.16587E+000,-1.71759E-001,-3.39270E+000,-1.33086E-001,-2.41995E+000,,
2772,,,,,,,-1.33321E-001,-8.89301E-001,-1.33321E-001,-1.31130E-001,-1.33321E-001,-1.69277E-001,-1.33321E-001,-3.55244E-001,-1.33321E-001,-6.41346E-001,-1.33321E-001,-1.18017E+000,-1.71993E-001,-3.32594E+000,-1.33321E-001,-2.47717E+000,,
2773,,,,,,,-1.33555E-001,-8.94070E-001,-1.33555E-001,-1.40667E-001,-1.33555E-001,-1.83582E-001,-1.33555E-001,-3.55244E-001,-1.33555E-001,-6.55651E-001,-1.33555E-001,-1.18971E+000,-1.72227E-001,-3.36885E+000,-1.33555E-001,-2.48194E+000,,
2774,,,,,,,-1.33789E-001,-8.98838E-001,-1.33789E-001,-1.45435E-001,-1.33789E-001,-1.64509E-001,-1.33789E-001,-3.60012E-001,-1.33789E-001,-6.69956E-001,-1.33789E-001,-1.18971E+000,-1.72462E-001,-3.40700E+000,-1.33789E-001,-2.52485E+000,,
2775,,,,,,,-1.34024E-001,-9.03606E-001,-1.34024E-001,-1.50204E-001,-1.34024E-001,-1.88351E-001,-1.34024E-001,-3.51667E-001,-1.34024E-001,-6.74725E-001,-1.34024E-001,-1.20878E+000,-1.72696E-001,-3.45469E+000,-1.34024E-001,-2.47478E+000,,
2776,,,,,,,-1.34258E-001,-8.98838E-001,-1.34258E-001,-1.50204E-001,-1.34258E-001,-1.78814E-001,-1.34258E-001,-3.45707E-001,-1.34258E-001,-6.69956E-001,-1.34258E-001,-1.21355E+000,-1.72931E-001,-3.43561E+000,-1.34258E-001,-2.42949E+000,,
2777,,,,,,,-1.34493E-001,-8.98838E-001,-1.34493E-001,-1.45435E-001,-1.34493E-001,-1.83582E-001,-1.34493E-001,-3.45707E-001,-1.34493E-001,-6.79493E-001,-1.34493E-001,-1.20521E+000,-1.73164E-001,-3.33071E+000,-1.34493E-001,-2.46286E+000,,
2778,,,,,,,-1.34727E-001,-8.98838E-001,-1.34727E-001,-1.35899E-001,-1.34727E-001,-1.88351E-001,-1.34727E-001,-3.60012E-001,-1.34727E-001,-6.65188E-001,-1.34727E-001,-1.20401E+000,-1.73399E-001,-3.42607E+000,-1.34727E-001,-2.42472E+000,,
2779,,,,,,,-1.34961E-001,-9.13143E-001,-1.34961E-001,-1.35899E-001,-1.34961E-001,-1.74046E-001,-1.34961E-001,-3.64780E-001,-1.34961E-001,-6.89030E-001,-1.34961E-001,-1.19448E+000,-1.73634E-001,-3.37839E+000,-1.34961E-001,-2.53916E+000,,
2780,,,,,,,-1.35118E-001,-9.22680E-001,-1.35118E-001,-1.45435E-001,-1.35118E-001,-1.88351E-001,-1.35118E-001,-3.60012E-001,-1.35118E-001,-6.84261E-001,-1.35118E-001,-1.25170E+000,-1.73868E-001,-3.55005E+000,-1.35118E-001,-2.51532E+000,,
2781,,,,,,,-1.35352E-001,-9.27448E-001,-1.35352E-001,-1.50204E-001,-1.35352E-001,-1.74046E-001,-1.35352E-001,-3.67165E-001,-1.35352E-001,-6.89030E-001,-1.35352E-001,-1.18017E+000,-1.74102E-001,-3.51191E+000,-1.35352E-001,-2.55346E+000,,
2782,,,,,,,-1.35587E-001,-9.27448E-001,-1.35587E-001,-1.54972E-001,-1.35587E-001,-1.88351E-001,-1.35587E-001,-3.69549E-001,-1.35587E-001,-7.08103E-001,-1.35587E-001,-1.21355E+000,-1.74258E-001,-3.44992E+000,-1.35587E-001,-2.51055E+000,,
2783,,,,,,,-1.35820E-001,-9.22680E-001,-1.35820E-001,-1.54972E-001,-1.35820E-001,-1.83582E-001,-1.35820E-001,-3.74317E-001,-1.35820E-001,-6.98566E-001,-1.35820E-001,-1.20878E+000,-1.74493E-001,-3.49760E+000,-1.35820E-001,-2.53916E+000,,
2784,,,,,,,-1.36055E-001,-9.22680E-001,-1.36055E-001,-1.54972E-001,-1.36055E-001,-1.93119E-001,-1.36055E-001,-3.67165E-001,-1.36055E-001,-6.89030E-001,-1.36055E-001,-1.20878E+000,-1.74727E-001,-3.46899E+000,-1.36055E-001,-2.52485E+000,,
2785,,,,,,,-1.36290E-001,-9.32217E-001,-1.36290E-001,-1.45435E-001,-1.36290E-001,-1.88351E-001,-1.36290E-001,-3.60012E-001,-1.36290E-001,-7.08103E-001,-1.36290E-001,-1.18017E+000,-1.74961E-001,-3.47376E+000,-1.36290E-001,-2.53439E+000,,
2786,,,,,,,-1.36524E-001,-9.36985E-001,-1.36524E-001,-1.40667E-001,-1.36524E-001,-1.78814E-001,-1.36524E-001,-3.64780E-001,-1.36524E-001,-7.22408E-001,-1.36524E-001,-1.17064E+000,-1.75196E-001,-3.51667E+000,-1.36524E-001,-2.52485E+000,,
2787,,,,,,,-1.36758E-001,-9.46522E-001,-1.36758E-001,-1.45435E-001,-1.36758E-001,-1.97887E-001,-1.36758E-001,-3.69549E-001,-1.36758E-001,-7.05719E-001,-1.36758E-001,-1.19448E+000,-1.75430E-001,-3.58343E+000,-1.36758E-001,-2.53081E+000,,
2788,,,,,,,-1.36992E-001,-9.51290E-001,-1.36992E-001,-1.50204E-001,-1.36992E-001,-1.78814E-001,-1.36992E-001,-3.74317E-001,-1.36992E-001,-6.93798E-001,-1.36992E-001,-1.18971E+000,-1.75665E-001,-3.51667E+000,-1.36992E-001,-2.52485E+000,,
2789,,,,,,,-1.37227E-001,-9.56059E-001,-1.37227E-001,-1.59740E-001,-1.37227E-001,-1.97887E-001,-1.37227E-001,-3.79086E-001,-1.37227E-001,-6.98566E-001,-1.37227E-001,-1.25647E+000,-1.75900E-001,-3.43561E+000,-1.37227E-001,-2.53916E+000,,
2790,,,,,,,-1.37462E-001,-9.51290E-001,-1.37462E-001,-1.64509E-001,-1.37462E-001,-1.88351E-001,-1.37462E-001,-3.69549E-001,-1.37462E-001,-7.08103E-001,-1.37462E-001,-1.18494E+000,-1.76133E-001,-3.52144E+000,-1.37462E-001,-2.53081E+000,,
2791,,,,,,,-1.37696E-001,-9.46522E-001,-1.37696E-001,-1.59740E-001,-1.37696E-001,-1.97887E-001,-1.37696E-001,-3.74317E-001,-1.37696E-001,-6.89030E-001,-1.37696E-001,-1.24216E+000,-1.76368E-001,-3.60727E+000,-1.37696E-001,-2.52485E+000,,
2792,,,,,,,-1.37930E-001,-9.51290E-001,-1.37930E-001,-1.45435E-001,-1.37930E-001,-1.93119E-001,-1.37930E-001,-3.88622E-001,-1.37930E-001,-6.93798E-001,-1.37930E-001,-1.20878E+000,-1.76602E-001,-3.55482E+000,-1.37930E-001,-2.53439E+000,,
2793,,,,,,,-1.38165E-001,-9.65595E-001,-1.38165E-001,-1.45435E-001,-1.38165E-001,-1.88351E-001,-1.38165E-001,-3.79086E-001,-1.38165E-001,-7.17640E-001,-1.38165E-001,-1.21832E+000,-1.76837E-001,-3.59774E+000,-1.38165E-001,-2.54393E+000,,
2794,,,,,,,-1.38321E-001,-9.70364E-001,-1.38321E-001,-1.50204E-001,-1.38321E-001,-2.02656E-001,-1.38321E-001,-3.87430E-001,-1.38321E-001,-6.84261E-001,-1.38321E-001,-1.21355E+000,-1.77071E-001,-3.53098E+000,-1.38321E-001,-2.51055E+000,,
2795,,,,,,,-1.38556E-001,-9.79900E-001,-1.38556E-001,-1.59740E-001,-1.38556E-001,-1.88351E-001,-1.38556E-001,-3.88622E-001,-1.38556E-001,-7.08103E-001,-1.38556E-001,-1.24216E+000,-1.77305E-001,-3.57866E+000,-1.38556E-001,-2.56300E+000,,
2796,,,,,,,-1.38789E-001,-9.79900E-001,-1.38789E-001,-1.64509E-001,-1.38789E-001,-2.02656E-001,-1.38789E-001,-3.93391E-001,-1.38789E-001,-7.12872E-001,-1.38789E-001,-1.28508E+000,-1.77462E-001,-3.57389E+000,-1.38789E-001,-2.59161E+000,,
2797,,,,,,,-1.39024E-001,-9.79900E-001,-1.39024E-001,-1.64509E-001,-1.39024E-001,-1.93119E-001,-1.39024E-001,-3.82662E-001,-1.39024E-001,-7.12872E-001,-1.39024E-001,-1.24693E+000,-1.77696E-001,-3.59297E+000,-1.39024E-001,-2.56300E+000,,
2798,,,,,,,-1.39258E-001,-9.70364E-001,-1.39258E-001,-1.64509E-001,-1.39258E-001,-2.02656E-001,-1.39258E-001,-3.74317E-001,-1.39258E-001,-7.17640E-001,-1.39258E-001,-1.26600E+000,-1.77930E-001,-3.57389E+000,-1.39258E-001,-2.56777E+000,,
2799,,,,,,,-1.39493E-001,-9.79900E-001,-1.39493E-001,-1.54972E-001,-1.39493E-001,-2.07424E-001,-1.39493E-001,-3.74317E-001,-1.39493E-001,-7.03335E-001,-1.39493E-001,-1.27554E+000,-1.78164E-001,-3.66449E+000,-1.39493E-001,-2.51532E+000,,
2800,,,,,,,-1.39727E-001,-9.89437E-001,-1.39727E-001,-1.50204E-001,-1.39727E-001,-1.93119E-001,-1.39727E-001,-3.93391E-001,-1.39727E-001,-7.12872E-001,-1.39727E-001,-1.25647E+000,-1.78399E-001,-3.71218E+000,-1.39727E-001,-2.55346E+000,,
2801,,,,,,,-1.39961E-001,-9.98974E-001,-1.39961E-001,-1.59740E-001,-1.39961E-001,-2.12193E-001,-1.39961E-001,-4.02927E-001,-1.39961E-001,-7.31945E-001,-1.39961E-001,-1.25647E+000,-1.78634E-001,-3.71695E+000,-1.39961E-001,-2.54035E+000,,
2802,,,,,,,-1.40196E-001,-1.00374E+000,-1.40196E-001,-1.64509E-001,-1.40196E-001,-1.93119E-001,-1.40196E-001,-3.88622E-001,-1.40196E-001,-7.31945E-001,-1.40196E-001,-1.22309E+000,-1.78868E-001,-3.54052E+000,-1.40196E-001,-2.56777E+000,,
2803,,,,,,,-1.40430E-001,-1.00374E+000,-1.40430E-001,-1.69277E-001,-1.40430E-001,-2.07424E-001,-1.40430E-001,-3.88622E-001,-1.40430E-001,-7.27177E-001,-1.40430E-001,-1.27077E+000,-1.79102E-001,-3.66926E+000,-1.40430E-001,-2.52485E+000,,
